Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Payment_of_Min_Amount,Total_EMI_per_month,Credit_Score
19243.32,1448.61,6.0,7.0,7.0,8.0,8.6,8.0,2.0,1350.28,2.0,53.813877691983926,2
16038.68,1538.5566666666666,3.0,4.0,15.0,9.0,11.12,7.0,2.0,984.67,0.0,33060.0,0
108680.19,9282.6825,8.0,7.0,5.0,13.0,12.26,5.0,2.0,1439.29,0.0,60.640898008109744,2
9956.91,575.7425,9.0,6.0,26.0,44.0,24.3,12.0,0.0,4365.28,2.0,27.10831559191361,2
15328.665,986.38875,5.0,1354.0,1.0,1.0,6.1,0.0,3.0,1414.44,1.0,0.0,0
41709.64,3710.1878333333334,3.0,2.0,8.0,11.0,8.08,3.0,3.0,1307.73,1.0,0.0,0
73961.12,5950.426666666666,9.0,9.0,17.0,15.0,2.56,9.0,0.0,1308.52,2.0,392.1095205298218,1
107626.59,9095.8825,3.0,5.0,11.0,28.0,11.1,8.0,2.0,914.63,2.0,163.80279430012405,2
35669.97,3196.4975,5.0,7.0,19.0,14.0,14.45,6.0,2.0,657.81,2.0,57.64795767662985,2
29094.06,2303.505,9.0,10.0,25.0,50.0,13.45,10.0,2.0,1556.08,2.0,49.73700006422251,1
18760.69,1331.3908333333334,9.0,10.0,21.0,45.0,7.96,6.0,0.0,1375.0,2.0,101.152228254925,1
58372.92,5067.41,7.0,9.0,18.0,44.0,26.77,10.0,0.0,3267.56,2.0,178.04430649179264,1
7588.46,663.3716666666667,9.0,9.0,29.0,16.0,26.46,11.0,3.0,3948.86,0.0,58723.0,1
121933.2,10238.1,8.0,5.0,19.0,7.0,7.19,0.0,2.0,586.55,2.0,0.0,2
102207.42,8534.285,2.0,3.0,7.0,6.0,11.07,2.0,3.0,911.23,1.0,0.0,0
61783.38,5422.615,3.0,7.0,11.0,7.0,15.35,3.0,1.0,1385.21,1.0,87.12472355317223,2
87078.48,7535.54,4.0,2.0,11.0,15.0,10.33,0.0,3.0,1181.66,1.0,283.95903777440776,0
35413.43,2860.119166666667,6.0,4.0,6.0,5.0,4.48,5.0,2.0,381.28,2.0,67.2528769426232,2
62316.63,4895.0525,8.0,4.0,7.0,12.0,0.94,1.0,2.0,417.27,1.0,82.73317698517836,2
62253.54,5223.795,4.0,5.0,10.0,12.0,13.55,0.0,1.0,355.34,1.0,181.08217954809805,2
33946.77,2723.8975,4.0,3.0,11.0,20.0,6.9,3.0,2.0,869.96,0.0,20.889068858763515,2
125062.92,10250.91,5.0,3.0,11.0,15.0,10.49,4.0,1.0,1424.96,1.0,73.98129377430999,0
57610.32,4517.86,8.0,10.0,25.0,44.0,21.31,7.0,0.0,4428.64,2.0,256.2341792269896,1
31306.48,2431.873333333333,9.0,7.0,7.0,19.0,9.38,2.0,2.0,1026.13,2.0,0.0,2
66755.64,5556.97,6.0,9.0,21.0,35.0,7.7,10.0,0.0,1349.83,2.0,73.23991176383934,1
56101.0,4655.083333333333,7.0,9.0,24.0,49.0,4.77,10.0,0.0,4853.8,0.0,420.19936673288106,2
128349.75,10903.8125,0.0,5.0,9.0,6.0,8.29,3.0,1.0,226.21,1.0,201.2473387738229,2
16540.95,1106.4125,8.0,4.0,9.0,13.0,4.3,0.0,1.0,794.61,1.0,53.659095691108405,1
64871.14,5333.928333333333,5.0,5.0,5.0,16.0,9.68,0.0,1.0,34.3,0.0,73.2263534532986,0
103755.87,8577.3225,8.0,4.0,12.0,21.0,7.27,4.0,2.0,1013.57,2.0,53299.0,2
102080.46,8299.705,5.0,6.0,10.0,17.0,11.17,1.0,2.0,89.98,2.0,223.3990346080027,2
16523.08,1497.9233333333334,9.0,5.0,27.0,48.0,29.39,11.0,0.0,4959.32,2.0,109.35109000432831,1
12660.16,909.0133333333332,5.0,7.0,15.0,8.0,15.1,2.0,2.0,456.02,1.0,0.0,1
31241.2,2719.433333333333,6.0,8.0,17.0,51.0,8.91,6.0,3.0,2176.5,2.0,122.06735932116392,1
36338.78,2908.231666666666,8.0,8.0,30.0,36.0,3.01,11.0,0.0,1861.75,2.0,86.67994081293507,1
9093.815,782.8179166666667,3.0,4.0,27.0,21.0,8.46,8.0,2.0,1879.03,2.0,49.26630707431625,1
17926.7,1468.8916666666669,6.0,3.0,7.0,20.0,19.6,6.0,2.0,1137.33,2.0,20.29936911655792,2
18733.04,1456.0866666666668,10.0,8.0,22.0,40.0,28.12,13.0,0.0,3801.94,2.0,135.92324791698323,1
19358.37,1658.1975,7.0,10.0,15.0,22.0,21.41,9.0,3.0,1486.17,2.0,50.98543270131259,1
61266.63,5296.5525,4.0,6.0,15.0,13.0,12.45,7.0,2.0,570.58,0.0,74.69387361398931,2
56668.5,4996.375,4.0,8.0,28.0,22.0,13.81,12.0,3.0,1627.25,2.0,82.49753192325132,1
83210.28,7051.19,4.0,7.0,17.0,3.0,17.5,8.0,2.0,1001.02,2.0,122.00824857461411,2
36984.76,3071.0236666666665,6.0,7.0,15.0,46.0,24.78,6.0,3.0,3727.74,2.0,207.10422434355212,1
19140.25,1608.020833333333,8.0,6.0,18.0,41.0,4.11,8.0,0.0,3152.24,2.0,53.745666205749465,2
174353.0,14676.077999999998,2.0,4.0,6.0,12.0,8.75,2.0,1.0,405.65,1.0,380.72249029763833,2
30128.6,2716.7166666666667,8.0,10.0,672.0,48.0,15.65,14.0,2.0,2486.16,2.0,93.99019329221188,1
79494.4,6501.533333333333,4.0,3.0,22.0,8.0,9.92,11.0,2.0,2307.13,2.0,268.45940163869653,1
77703.16,6702.263333333332,9.0,5.0,28.0,45.0,20.54,10.0,0.0,2939.44,2.0,418.7466985881547,2
35802.82,3130.568333333333,2.0,4.0,10.0,7.0,4.109999999999999,4.0,1.0,665.78,1.0,82.48648430937206,0
14445.76,1040.8133333333333,10.0,6.0,16.0,23.0,16.46,14.0,0.0,4146.12,2.0,93.86686785719374,1
40332.61,3435.050833333333,1.0,4.0,1.0,8.0,9.32,3.0,1.0,466.97,1.0,62.53126250520943,0
62476.05,5096.3375,9.0,8.0,26.0,57.0,13.83,9.0,3.0,2560.25,2.0,134.60574827780292,1
44188.5,3413.375,8.0,9.0,17.0,21.0,3.41,10.0,0.0,2544.85,2.0,204.642111234487,1
32943.66,2811.3050000000007,5.0,6.0,14.0,20.0,17.52,10.0,2.0,226.74,2.0,162.93396386877555,2
56286.51,4584.3745,7.0,5.0,15.0,33.0,18.59,10.0,2.0,2554.66,2.0,201.49816150827505,1
116611.8,9851.596333333333,7.0,3.0,15.0,16.0,19.43,0.0,2.0,1373.9,2.0,288.25337974697004,2
14387.47,981.9558333333332,7.0,7.0,17.0,34.0,17.13,8.0,3.0,4335.68,2.0,80.33755405850793,1
10243765.0,1938.303333333333,8.0,6.0,12.0,20.0,2.09,3.0,1.0,172.29,1.0,47.43011453521242,0
28274.64,2398.22,5.0,7.0,15.0,23.0,14.35,8.0,2.0,953.08,2.0,62.0778775378051,2
36943.76,3167.646666666667,3.0,5.0,8.0,0.0,17.35,1.0,3.0,1123.0,1.0,76.59373086741637,2
28146.26,2599.5216666666665,6.0,8.0,21.0,28.0,17.91,9.0,0.0,4841.16,2.0,49922.0,1
45941.28,3982.6510000000003,6.0,4.0,4.0,30.0,1.57,7.0,1.0,1279.96,1.0,80.89486248400442,2
69035.64,5691.97,8.0,9.0,30.0,47.0,1.32,9.0,0.0,1931.25,2.0,352.98099714824167,1
60493.08,4976.09,9.0,7.0,30.0,26.0,20.0,11.0,3.0,3680.62,2.0,432.5810336521795,2
30399.06,2298.255,5.0,6.0,18.0,18.0,10.55,3.0,2.0,516.76,2.0,54.5282542011405,2
77095.8,6395.6500000000015,9.0,8.0,20.0,55.0,17.87,10.0,0.0,3106.52,2.0,333.7979570634438,2
18937.61,1536.134166666667,8.0,8.0,28.0,33.0,1.76,14.0,0.0,1306.3,2.0,80.20836454771208,1
18710.74,1363.2283333333337,2.0,6.0,8.0,5.0,10.13,1.0,3.0,830.7,1.0,50.32093195112957,2
63051.86,5389.321666666667,2.0,5.0,3.0,3.0,4.68,5.0,1.0,1006.09,1.0,47.525700143511045,2
35366.38,2816.1983333333333,9.0,5.0,29.0,26.0,18.35,8.0,0.0,4456.34,2.0,140.7618721665133,2
10392.095,1127.0079166666665,3.0,9.0,28.0,29.0,15.31,8.0,3.0,2684.33,2.0,17.651307267059945,1
12723.325,1183.2770833333334,4.0,7.0,13.0,14.0,8.81,0.0,2.0,387.78,0.0,29.270265039462814,2
29728.31,2551.3591666666666,3.0,4.0,6.0,16.0,1.81,7.0,3.0,917.0,1.0,34.49644519827092,0
132262.74,11228.895,3.0,5.0,11.0,13.0,1.83,4.0,3.0,309.13,1.0,77.63386826733726,0
87727.04999999999,7056.587499999999,5.0,3.0,9.0,19.0,11.86,4.0,1.0,263.49,1.0,217.7052927510964,1
12426.29,939.5241666666668,5.0,4.0,13.0,23.0,10.14,10.0,2.0,1399.81,2.0,18.801898458304382,0
44036.97,3884.7475,2.0,3.0,11.0,15.0,7.77,1.0,1.0,992.83,1.0,82.98637941706055,2
10813.53,1149.1275,4.0,4.0,10.0,11.0,16.12,6.0,3.0,862.42,2.0,24.058783646903013,2
80247.24,6622.27,7.0,6.0,21.0,14.0,19.7,12.0,3.0,1266.03,0.0,164.44743828315487,2
42664.56,3690.916,4.0,7.0,7.0,19.0,8.67,0.0,1.0,967.3,1.0,54.42804492707136,2
59939.52,4721.96,3.0,5.0,16.0,7.0,12.23,4.0,2.0,1338.53,2.0,0.0,0
24458.57,2175.434333333333,4.0,4.0,8.0,15.0,6.12,2.0,3.0,213.33,1.0,29.79043267476233,1
10439.97,1103.9975,9.0,5.0,15.0,19.0,11.21,8.0,3.0,4473.82,0.0,65.67432345956395,1
59072.52,4824.71,8.0,9.0,28.0,29.0,23.2,13.0,0.0,2781.03,2.0,219.50699821502985,1
78385.2,6744.099999999999,9.0,5.0,21.0,33.0,17.31,13.0,0.0,3276.46,2.0,454.5267011590519,2
18244.44,1555.37,7.0,4.0,15.0,8.0,18.2,7.0,2.0,1580.95,2.0,66.98943274744119,1
146771.72,12197.976666666667,5.0,4.0,19.0,10.0,4.72,1.0,3.0,48.79,0.0,194.96003355240032,2
25290.87,1868.5725,3.0,5.0,17.0,8.0,17.1,1907.0,2.0,340.65,2.0,59.86693431956216,2
35062.63,2995.8858333333333,0.0,5.0,7.0,17.0,2.43,3.0,1.0,971.25,1.0,0.0,1
90438.88,7440.573333333334,8.0,6.0,10.0,15.0,10.89,0.0,2.0,898.09,2.0,176.2534284275713,2
15862.67,1046.8891666666666,7.0,10.0,28.0,19.0,18.36,12.0,3.0,4763.66,2.0,76.60381292560204,2
28836.83,2269.0691666666667,7.0,4.0,16.0,19.0,12.71,8.0,2.0,667.56,2.0,0.0,0
17145.07,1509.7558333333334,7.0,8.0,15.0,60.0,16.21,11.0,0.0,4316.78,2.0,62.20950973222805,1
44382.88,3731.573333333333,7.0,7.0,1.0,8.0,11.08,3.0,3.0,115.63,1.0,0.0,1
108142.13999999998,9280.845,1.0,2.0,1.0,9.0,7.55,3.0,1.0,261.59,1.0,48.51475767394586,2
58144.56,4791.38,6.0,3.0,8.0,25.0,23.84,5.0,2.0,2466.95,2.0,75.29088273392074,2
14656.68,1410.39,6.0,6.0,15.0,14.0,13.96,7.0,2.0,1395.09,2.0,32.357067970517704,2
128494.52,10580.876666666669,4.0,4.0,9.0,0.0,3.33,3.0,1.0,722.25,1.0,176.90460970962792,2
139118.04,11457.17,3.0,4.0,12.0,24.0,6.11,0.0,1.0,419.4,1.0,244.98672634881183,2
24577.48,2055.123333333333,5.0,5.0,18.0,24.0,18.91,5.0,2.0,844.54,2.0,95.53848736976772,2
65522.84,5376.236666666667,10.0,8.0,18.0,32.0,1.38,9.0,0.0,1382.94,2.0,399.3718123048201,1
77594.48,6637.206666666666,10.0,10.0,29.0,27.0,19.04,11.0,2.0,1360.54,2.0,138.83440212177842,1
17004.68,1572.0566666666666,6.0,8.0,21.0,24.0,11.51,12.0,2.0,2272.07,2.0,55.064722142367366,2
73339.92,5916.66,4.0,4.0,17.0,29.0,4.22,2.0,2.0,1444.26,1.0,152.58628136167118,2
43504.07,3767.339166666666,5.0,4.0,2.0,13.0,6.76,2.0,1.0,530.51,1.0,53.4283374998532,2
22320.13,2048.197666666667,5.0,6.0,18.0,24.0,18.5,262.6,2.0,1426.31,2.0,30.85524782324645,2
15471.01,1467.250833333333,6.0,9.0,20.0,27.0,13.76,8.0,2.0,1687.51,2.0,36.673929688692375,2
10462.585,893.8820833333333,4.0,381.0,5.0,5.0,19.64,4.0,2.0,2057.65,2.0,27.46489100873508,2
146861.12,12514.426666666664,4.0,7.0,9.0,20.0,21.75,8.0,3.0,1368.79,2.0,310.4369289241834,2
57080.22,4598.685,6.0,4.0,3.0,10.0,2.25,0.0,3.0,553.43,0.0,116.53074689474388,0
16580.69,1332.7241666666666,6.0,6.0,16.0,24.0,22.04,7.0,0.0,4559.65,0.0,67.19916050936473,1
40678.44,3631.87,8.0,4.0,19.0,15.0,12.93,7.0,2.0,1301.75,2.0,32.866853726961004,1
8805.955,525.8295833333333,6.0,5.0,19.0,18.0,13.04,6.0,2.0,584.78,2.0,23.5773532899226,0
49233.0,3939.142,10.0,10.0,21.0,39.0,26.98,8.0,0.0,4082.37,2.0,227.4483414914017,1
20354.85,1403.2375,8.0,6.0,30.0,36.0,23.66,10.0,0.0,4288.63,2.0,80.21854912819705,2
30111.3,2743.275,7.0,5.0,15.0,53.0,6.31,14.0,3.0,3075.29,2.0,140.83662592940402,1
60498.6,5147.55,7.0,6.0,12.0,27.0,9.92,3.0,2.0,736.07,1.0,47.9282096116055,2
77604.32,6300.026666666668,1.0,7.0,5.0,0.0,4.51,1.0,1.0,550.67,1.0,153.32541387430678,1
76092.27,6055.0225,4.0,6.0,12.0,7.0,9.25,8.0,2.0,1266.19,2.0,208.99678103164783,2
18157.95,1095.8120759925243,6.0,7.0,28.0,26.0,5.029999999999999,15.0,2.0,1795.88,2.0,217.31281892722657,1
21265.79,2035.1491666666668,6.0,6.0,5.0,30.0,11.99,2.0,2.0,515.14,2.0,19.35336204716187,2
44689.77,3651.8799995616573,6.0,6.0,20.0,8.0,8.31,7.0,2.0,2319.8,2.0,202.06108052742184,1
40085.46,3455.455,6.0,6.0,18.0,45.0,1.97,12.0,0.0,2343.0,2.0,142.1126209131704,1
35822.34,2995.195,0.0,2.0,3.0,7.0,10.26,0.0,1.0,419.31,1.0,76.3844895844155,2
15286.16,1285.2771666666667,6.0,9.0,20.0,37.0,25.58,10.0,0.0,2625.65,2.0,74.93507811653274,2
8934.615,617.55125,8.0,9.0,18.0,17.0,22.52,1314.0,0.0,3991.35,2.0,36.42992635311951,1
19227.17,1792.0888333333332,9.0,9.0,23.0,41.0,10.61,7.0,0.0,1544.26,2.0,36.95983374736493,1
7944.18,647.015,8.0,8.0,18.0,26.0,3.35,8.0,0.0,1807.0,2.0,10.561535030062624,1
74449.44,6251.12,7.0,8.0,28.0,39.0,25.97,13.0,0.0,2646.0,2.0,319.66952039913406,2
19677.0,1659.1444731798,9.0,5.0,30.0,49.0,5.52,8.0,0.0,1619.3,2.0,176.04128452662565,1
58380.6,4891.05,7.0,5.0,27.0,58.0,9.94,11.0,2.0,1494.92,0.0,160.05196665231998,1
12025.84,961.1533333333332,7.0,5.0,17.0,11.0,5.7200000000000015,6.0,2.0,1188.36,2.0,41877.0,2
19986.36,1864.53,7.0,7.0,7.0,18.0,1.77,1.0,2.0,669.47,1.0,13.379282242210817,2
30910.68,2374.89,6.0,3.0,17.0,25.0,15.53,8.0,2.0,392.56,2.0,55.00871063332296,2
21453.93,1600.8275,6.0,4.0,9.0,26.0,10.96,1.0,2.0,162.76,1.0,0.0,2
15548.34,1291.695,7.0,10.0,33.0,35.0,15.71,11.0,0.0,1398.98,2.0,58.15498589550572,1
31287.48,2858.29,10.0,5.0,22.0,34.0,25.93,6.0,0.0,4712.1,2.0,129.49846650381724,2
26013.73,1904.8108333333328,7.0,6.0,5.0,21.0,1.58,1.0,2.0,515.55,2.0,41009.0,2
35376.32,2717.026666666666,8.0,3.0,19.0,12.0,15.14,1241.0,2.0,1166.47,2.0,58.2166703210756,2
30470.59,2518.215833333333,3.0,5.0,12.0,5.0,12.82,2.0,1.0,554.31,1.0,82.25597157030113,0
64692.7,5150.058333333333,3.0,7.0,5.0,7.0,11.58,4.0,1.0,380.81,1.0,129.326637305026,1
31977.44,2547.7866666666664,10.0,9.0,3992.0,20.0,1.33,8.0,0.0,2256.77,0.0,185.49104312531875,2
14135.23,1415.9358333333332,9.0,5.0,21.0,39.0,29.49,7.0,3.0,4671.72,2.0,68.24048935713228,0
48725.58,3845.465,10.0,304.0,16.0,22.0,7.09,12.0,2.0,2029.67,2.0,218.4816508239444,1
54346.35000000001,4463.8625,6.0,7.0,19.0,51.0,21.973999999999997,14.0,0.0,4775.2,2.0,332.5636712634186,2
60493.08,4976.09,9.0,7.0,30.0,28.0,32.0,11.0,0.0,3680.62,2.0,432.5810336521795,2
66749.64,5581.2285,6.0,4.0,9.0,25.0,10.88,10.0,2.0,303.85,2.0,89.78489450906727,2
24376.2,2278.350000000001,4.0,7.0,10.0,11.0,8.3,1.0,2.0,1109.03,2.0,10.835928874709449,2
57626.34,4906.733879333267,3.0,5.0,4.0,5.0,9.93,2.0,1.0,85.85,1.0,259.8403815171133,0
106529.8,8906.483333333334,4.0,3.0,16.0,6.0,10.28,4.0,3.0,1488.37,0.0,0.0,2
20707.77,1610.6475,8.0,5.0,34.0,5.0,14.3,7.0,2.0,1520.82,2.0,78.62908711625838,1
110110.04,9238.836666666666,8.0,4.0,12.0,15.0,5.61,3.0,1.0,1495.41,0.0,233.86001731112623,0
36048.08,2949.0066666666667,3.0,7.0,14.0,28.0,19.7,6.0,3.0,571.06,2.0,45.77263566451583,2
17060.705,1685.725416666667,8.0,3.0,11.0,24.0,3.640000000000001,2.0,2.0,268.81,0.0,51.934633908050095,2
178969.48,14647.123333333337,0.0,5.0,1.0,7.0,2.87,4.0,1.0,667.15,1.0,554.1672740684295,0
18670.98,1589.15,5.0,5.0,14.0,25.0,15.92,7.0,2.0,1397.21,2.0,32.44445434920059,2
47178.46,4057.7213333333334,6.0,5.0,18.0,27.0,7.09,6.0,3.0,112.54,1.0,0.0,2
52958.43000000001,4313.2025,8.0,10.0,32.0,56.0,3.78,6.0,3.0,1677.29,2.0,282.5881300470302,1
85918.76,7210.896666666666,3.0,4.0,2.0,16.0,1.46,2.0,1.0,351.62,1.0,276.1133391293834,0
18194.8,1695.2333333333331,9.0,9.0,23.0,48.0,26.52,11.0,0.0,2778.6,2.0,73.83190465781277,2
33835.16,2807.596666666667,5.0,3.0,13.0,22.0,3.88,1.0,2.0,1353.86,1.0,68.07297826478217,2
93536.04,7565.670000000001,6.0,6.0,20.0,13.0,11.83,3.0,3.0,863.78,2.0,0.0,2
17515.75,1691.645833333333,7.0,9.0,27.0,57.0,9.09,6.0,0.0,3842.22,2.0,79.93579618313555,1
77832.74,6234.061666666667,5.0,4.0,5.0,27.0,8.193999999999999,3.0,1.0,454.41,1.0,152.73406149921473,2
62757.12,5033.76,8.0,8.0,18.0,52.0,26.92,12.0,3.0,3754.18,2.0,467.8454156770467,2
62348.46,5027.246833333334,4.0,3.0,16.0,18.0,7.3,10.0,2.0,1940.49,2.0,350.4558340495622,2
8227.855,656.6545833333333,6.0,8.0,31.0,61.0,17.6,7.0,0.0,2695.38,2.0,28.01286507190069,1
13848.89,1152.0741666666663,4.0,4.0,18.0,20.0,5.77,2.0,2.0,65.12,1.0,12.663444699649837,1
31577.16,2924.43,10.0,6.0,15.0,23.0,14.07,9.0,0.0,1470.79,0.0,40.24901952297961,1
8079.46,423.2883333333333,7.0,7.0,23.0,24.0,13.76,11.0,2.0,1515.52,2.0,25.58542634687369,1
31820.56,2520.7133333333336,8.0,7.0,8.0,23.0,8.44,1899.0,3.0,1394.06,2.0,17.299831962391277,2
16568.58,1601.715,6.0,6.0,23.0,26.0,20.05,11.0,0.0,4556.34,2.0,80.97704531198512,1
30132.24,2782.02,7.0,3.0,10.0,29.0,9.64,6.0,2.0,162.58,0.0,0.0,2
19551.36,1489.28,4.0,3.0,19.0,5.0,11.51,6.0,2.0,807.64,2.0,67.55643796789217,2
61008.0,5204.030000000001,10.0,5.0,32.0,16.0,19.44,12.0,2.0,1755.81,2.0,189.4265306646308,2
7451.97,463.99750000000006,10.0,6.0,29.0,43.0,9.41,8.0,0.0,1428.75,2.0,24.08719126379924,1
20211.78,1554.394833333333,10.0,10.0,17.0,26.0,27.19,7.0,0.0,3158.9,2.0,108.57850209819829,2
121187.49,10010.9575,1.0,4.0,1.0,1.0,10.5,2.0,1.0,1077.16,1.0,165.62420207261513,1
15873.84,1114.82,7.0,6.0,34.0,19.0,18.38,9.0,0.0,4733.69,2.0,65.71693367809357,1
9555.94,792.3283333333335,7.0,6.0,27.0,27.0,5.72,11.0,0.0,3043.27,0.0,44.98108629602402,2
33726.6,2477.6724440386192,6.0,5.0,19.0,12.0,13.65,6.0,2.0,1251.27,2.0,382.8775559613809,2
115736.92,9541.743333333334,8.0,3.0,8.0,7.0,14.16,7.0,2.0,296.14,2.0,255.74756478246388,2
142106.96,11621.246666666664,6.0,3.0,19.0,25.0,2.46,2.0,2.0,551.73,1.0,0.0,0
27881.32,2077.443333333333,3.0,7.0,18.0,18.0,3.1,6.0,3.0,1264.51,1.0,60253.0,2
93529.05,7775.087499999999,5.0,4.0,17.0,20.0,8.33,5.0,2.0,757.74,2.0,122.84071771887484,2
49099.68,4039.171035680877,8.0,8.0,25.0,47.0,7.98,9.0,0.0,2172.68,2.0,300.72569194295744,2
131235.75,11085.3125,3.0,4.0,4.0,0.0,2.09,4.0,1.0,1048.29,1.0,343.3022949455576,0
11465.92,744.4933333333332,7.0,5.0,11.0,24.0,7.35,7.0,2.0,1422.93,2.0,0.0,2
32085.89,2460.8241666666668,4.0,6.0,14.0,6.0,18.02,6.0,2.0,742.25,2.0,84.06232163523586,0
21112.76,1641.3966666666663,3.0,3.0,16.0,12.0,21.11,9.0,2.0,1439.72,2.0,42.38339184597867,2
17324.7,1273.725,9.0,8.0,26.0,34.0,7.91,8.0,3.0,1656.28,2.0,47.30995958523498,2
135200.12,11352.566666666666,3.0,5.0,1.0,15.0,3.22,1.0,1.0,861.39,0.0,19709.0,1
73627.68,6280.639999999999,6.0,6.0,19.0,13.0,16.71,6.0,2.0,946.92,2.0,67.09929401286057,2
8815.64,694.5876666666667,10.0,8.0,16.0,20.0,27.57,6.0,0.0,3867.93,2.0,41.10639652817852,2
47634.45,3678.5375,10.0,6.0,20.0,17.0,0.1600000000000001,11.0,0.0,1626.64,2.0,170.661809861902,1
14378.24,1311.1866666666667,7.0,8.0,30.0,24.0,20.45,11.0,2.0,1823.61,2.0,57.85350079287682,1
78399.12,6568.259999999998,8.0,9.0,29.0,57.0,15.27,12.0,0.0,1618.99,2.0,237.2892496873064,1
113666.08,9637.173333333334,8.0,7.0,8.0,16.0,18.45,4.0,2.0,883.26,2.0,353.5609363816932,2
90541.71,7495.181,4.0,7.0,5.0,7.0,11.91,4.0,1.0,500.6,1.0,0.0,2
40453.85,2772.8110518252124,2.0,2.0,1.0,13.0,5.29,2.0,1.0,454.36,1.0,323.3431148414545,2
20835.39,1707.2825,3.0,3.0,1.0,14.0,9.64,5.0,1.0,1491.94,1.0,36.000986785098874,2
18399.84,1609.32,6.0,9.0,16.0,56.0,24.23,11.0,0.0,4936.34,0.0,70.96507297505953,1
44498.78,3748.231666666666,4.0,5.0,18.0,21.0,11.73,4.0,2.0,1131.03,2.0,92.44447272921605,2
24858.67,2015.7981666666667,8.0,6.0,11.0,25.0,2.99,1.0,3.0,585.59,1.0,35.193365013694184,0
43360.74,3647.395,2.0,6.0,12.0,4.0,1.56,6.0,3.0,287.65,1.0,57.6589505006376,0
10485.62,633.8016666666667,8.0,6.0,32.0,15.0,5.22,10.0,0.0,2522.06,2.0,21.09269988964236,2
26509.67,1820.106634885952,8.0,7.0,18.0,22.0,11.37,4.0,3.0,1259.9,2.0,171.8100062854761,1
29985.2,2437.766666666667,5.0,8.0,26.0,12.0,15.29,11.0,2.0,1793.18,2.0,65.26315553615302,1
19606.68,1456.89,5.0,3.0,31.0,25.0,12.15,9.0,2.0,1812.46,2.0,36.64201316249444,1
53979.12,4792.26,3.0,6.0,20.0,20.0,11.87,7.0,2.0,543.95,1.0,39.35303604581543,1
80678.54999999999,7017.212499999999,5.0,5.0,8.0,5.0,7.01,3.0,2.0,345.47,2.0,105.4494665943828,2
33401.1,2701.425,1.0,7.0,290.0,8.0,11.39,8.0,1.0,857.99,1.0,54.21282396276768,2
42447.54,3583.295,5.0,717.0,13.0,11.0,12.04,7.0,2.0,2103.16,0.0,95.24041675248463,2
72207.52,5881.293333333334,6.0,7.0,21.0,44.0,9.61,16.0,0.0,1803.68,2.0,287.62379206379217,1
141262.48,10439.492477772654,3.0,6.0,5.0,0.0,1.02,2.0,1.0,823.57,1.0,1614.8559675623724,0
23625.55,2151.4126666666666,3.0,3.0,19.0,6.0,12.37,6.4,2.0,43.28,0.0,13.171200578006134,0
12382.94,1061.9116666666666,4.0,3.0,10.0,25.0,18.06,7.0,3.0,407.8,2.0,20.801950255042343,0
57365.73,4676.114842383855,8.0,4.0,8.0,24.0,9.82,4.0,2.0,997.45,2.0,387.2760671620287,0
14730.78,1507.565,6.0,3.0,10.0,18.0,12.76,4.0,1.0,655.01,0.0,0.0,2
14527.455,964.62125,3.0,3.0,4.0,19.0,6.31,2.0,1.0,321.05,1.0,41.69544479322632,0
98518.68,8050.8899999999985,8.0,5.0,18.0,5.0,10.35,2.0,3.0,128.35,2.0,153.44355139030228,2
40127.74,3095.978333333333,9.0,5.0,16.0,27.0,11.52,7.0,2.0,2580.92,2.0,226.69978733773567,2
52205.88,4322.484666666666,5.0,6.0,5.0,29.0,9.36,4.0,2.0,203.33,0.0,40.58526111378557,2
32827.25,2804.3754999999996,6.0,6.0,5.0,16.0,15.82,7.0,2.0,1271.28,0.0,49.53508236018678,2
119877.15,9942.7625,0.0,5.0,10.0,12.0,4.69,4.0,3.0,152.07,1.0,239.7093039270492,2
17728.55,1565.3791666666666,3.0,6.0,12.0,23.0,15.91,6.0,2.0,1493.28,2.0,63.72201053671426,2
20127.115,1800.2595833333337,4.0,4.0,8.0,9.0,16.59,5.0,1.0,328.91,1.0,29.95953999860552,2
144423.72,11953.31,2.0,7.0,1.0,12.0,10.6,4.0,1.0,1255.59,1.0,294.88316357232065,2
20354.85,1403.2375,8.0,6.0,30.0,36.0,23.66,10.0,0.0,4288.63,2.0,80.21854912819705,2
108968.85,8843.7375,1.0,5.0,8.0,1.0,1.51,1.0,1.0,407.44,1.0,0.0,0
32414.96,2826.2466666666664,6.0,5.0,15.0,34.0,3.0600000000000005,11.0,0.0,2129.39,0.0,81.55170275134108,2
27685.04,2595.0866666666666,7.0,6.0,7.0,10.0,7.46,4.0,2.0,1055.94,1.0,66.64654085388007,2
21471.58,1879.2983333333327,7.0,3.0,16.0,16.0,5.0,4.0,2.0,68.06,1.0,23.49831913905324,2
13461.25,1289.1025000000002,7.0,3.0,11.0,24.0,6.16,3.0,2.0,1361.06,1.0,20.462421313453795,2
60159.45,4975.2875,4.0,7.0,15.0,6.0,10.62,4.0,2.0,686.05,2.0,0.0,2
43892.31,3798.6925,6.0,9.0,28.0,45.0,5.91,12.0,0.0,2001.71,2.0,80.11142370706325,2
32061.52,2463.793333333333,3.0,4.0,9.0,10.0,17.67,5.0,2.0,927.27,2.0,152.06123557374042,2
